ImageId,has_defect,defect_map,class
f7cf4e28e.jpg,0,[0 0 0 0],0
f8267203f.jpg,0,[0 0 0 0],0
f8347d282.jpg,0,[0 0 0 0],0
f84f601b2.jpg,1,[0 0 1 0],2
f89ce1e24.jpg,1,[0 0 1 0],2
f8c41046b.jpg,1,[0 0 1 0],2
f8e3ec37a.jpg,0,[0 0 0 0],0
f8f942505.jpg,1,[0 0 1 0],2
f901632bf.jpg,1,[0 0 1 0],2
f928cdeea.jpg,0,[0 0 0 0],0
f93b7dc02.jpg,0,[0 0 0 0],0
f950b713a.jpg,0,[0 0 0 0],0
f9b806612.jpg,0,[0 0 0 0],0
f9d0f27a0.jpg,1,[0 0 1 1],2
fa130006f.jpg,1,[0 0 1 0],2
fa154606d.jpg,0,[0 0 0 0],0
fa342395f.jpg,1,[1 0 0 0],0
fa6905f76.jpg,0,[0 0 0 0],0
fa7c44dbf.jpg,0,[0 0 0 0],0
fa80cdac8.jpg,1,[0 0 1 0],2
faa4010e1.jpg,0,[0 0 0 0],0
faab4b759.jpg,1,[0 0 1 0],2
fabd4faef.jpg,0,[0 0 0 0],0
fac91988f.jpg,1,[0 0 1 0],2
facc4ddc7.jpg,1,[0 0 1 0],2
fb208afce.jpg,1,[0 0 1 0],2
fb357de4d.jpg,1,[0 0 1 1],2
fb565bc91.jpg,1,[0 0 1 0],2
fb714819e.jpg,0,[0 0 0 0],0
fbadf780f.jpg,1,[0 0 0 1],3
fbbecd1d9.jpg,0,[0 0 0 0],0
fbccd24e3.jpg,0,[0 0 0 0],0
fbce1e845.jpg,0,[0 0 0 0],0
fbdc2daae.jpg,1,[0 1 0 0],1
fbedb4788.jpg,0,[0 0 0 0],0
fbf282a60.jpg,1,[0 0 1 0],2
fc0d2f65e.jpg,0,[0 0 0 0],0
fc2d2d29e.jpg,1,[1 0 1 0],0
fc3151ab5.jpg,1,[0 0 1 0],2
fc62ebb8b.jpg,1,[0 0 1 0],2
fc6cbd71b.jpg,0,[0 0 0 0],0
fc937f4b5.jpg,0,[0 0 0 0],0
fcc15caae.jpg,0,[0 0 0 0],0
fd183310f.jpg,0,[0 0 0 0],0
fd2f7b4f4.jpg,0,[0 0 0 0],0
fd5de08ea.jpg,1,[0 0 1 0],2
fd64f3fd7.jpg,0,[0 0 0 0],0
fd76d8b3d.jpg,1,[0 0 1 0],2
fd7b70c7b.jpg,1,[0 0 1 0],2
fda1a539d.jpg,1,[0 0 0 1],3
fda56a365.jpg,1,[0 0 1 0],2
fdb705792.jpg,1,[0 0 1 0],2
fdc83849e.jpg,1,[0 0 1 0],2
fdc84bdc4.jpg,0,[0 0 0 0],0
fde8d37fc.jpg,1,[0 0 1 0],2
fdf6a925f.jpg,0,[0 0 0 0],0
fe01b0ce0.jpg,1,[0 0 1 0],2
fe123ce40.jpg,0,[0 0 0 0],0
fe2234ba6.jpg,1,[1 0 1 0],0
fe2637bd9.jpg,1,[1 0 0 0],0
fe7b99496.jpg,1,[0 0 1 0],2
fe849b86c.jpg,0,[0 0 0 0],0
fea8e46ad.jpg,1,[0 0 1 0],2
febaaaaa7.jpg,0,[0 0 0 0],0
fef40d085.jpg,0,[0 0 0 0],0
ff300484e.jpg,1,[0 0 1 0],2
ff35c950a.jpg,0,[0 0 0 0],0
ff52f9fe2.jpg,1,[0 0 1 0],2
ff6bfada2.jpg,1,[0 0 1 1],2
ff6cc90ca.jpg,1,[0 0 1 0],2
ff6e35e0a.jpg,1,[1 1 0 0],0
ff73c8e76.jpg,0,[0 0 0 0],0
ff933e271.jpg,1,[0 0 1 0],2
ff9d46e95.jpg,1,[0 0 0 1],3
ffc9fdf70.jpg,1,[0 0 1 0],2
fff0295e1.jpg,0,[0 0 0 0],0
0002cc93b.jpg,1,[1 0 0 0],0
0007a71bf.jpg,1,[0 0 1 0],2
000a4bcdd.jpg,1,[1 0 0 0],0
00894274f.jpg,0,[0 0 0 0],0
00ac8372f.jpg,1,[1 1 0 0],0
00b989e78.jpg,0,[0 0 0 0],0
00bc01bfe.jpg,1,[1 0 0 0],0
00bf8497a.jpg,1,[0 0 1 0],2
00c88fed0.jpg,1,[1 1 0 0],0
00e0398ad.jpg,1,[0 0 1 0],2
00f68d337.jpg,0,[0 0 0 0],0
00fe04c98.jpg,0,[0 0 0 0],0
012a9a4c7.jpg,1,[1 0 0 0],0
012d29df4.jpg,1,[0 0 1 0],2
012f26693.jpg,1,[0 0 1 1],2
0139dd004.jpg,1,[0 0 1 0],2
016af13d0.jpg,1,[0 0 1 0],2
01764ee81.jpg,1,[0 0 1 0],2
01919944c.jpg,1,[0 0 1 0],2
01e501f99.jpg,0,[0 0 0 0],0
01e69cfc3.jpg,0,[0 0 0 0],0
025cb9f6e.jpg,1,[0 0 1 0],2
02761e0d1.jpg,0,[0 0 0 0],0
02a78fb18.jpg,0,[0 0 0 0],0
02aa62471.jpg,0,[0 0 0 0],0
02b2d3aa4.jpg,1,[1 0 0 0],0
02d8c6b30.jpg,1,[0 0 1 0],2
031179c6e.jpg,0,[0 0 0 0],0
036c7d18c.jpg,1,[0 0 1 0],2
038c59253.jpg,0,[0 0 0 0],0
038f14456.jpg,1,[0 0 0 1],3
03af7f0c0.jpg,0,[0 0 0 0],0
03ba7286b.jpg,0,[0 0 0 0],0
03c558103.jpg,0,[0 0 0 0],0
03f15daba.jpg,0,[0 0 0 0],0
03faf7462.jpg,1,[0 0 1 0],2
0401d67aa.jpg,0,[0 0 0 0],0
04055fd3e.jpg,1,[0 0 1 0],2
041187764.jpg,1,[0 0 1 0],2
042691991.jpg,0,[0 0 0 0],0
046282f58.jpg,1,[0 0 1 0],2
046c35525.jpg,1,[1 0 0 0],0
0473a80ee.jpg,0,[0 0 0 0],0
047681252.jpg,0,[0 0 0 0],0
0483ecae0.jpg,0,[0 0 0 0],0
0498abd18.jpg,1,[0 0 1 0],2
04a06d744.jpg,1,[0 0 1 0],2
04a4777e9.jpg,1,[0 0 1 0],2
04a5009fa.jpg,1,[0 0 1 0],2
04ae7853c.jpg,1,[0 0 1 0],2
050edacec.jpg,0,[0 0 0 0],0
053bf4b5f.jpg,0,[0 0 0 0],0
053e9a29c.jpg,1,[0 0 1 0],2
054d1650d.jpg,0,[0 0 0 0],0
054fad516.jpg,0,[0 0 0 0],0
059000a4f.jpg,1,[1 0 0 0],0
05b847b1f.jpg,0,[0 0 0 0],0
05b8ed770.jpg,0,[0 0 0 0],0
05bc27672.jpg,0,[0 0 0 0],0
063b5dcbe.jpg,0,[0 0 0 0],0
066b9220c.jpg,0,[0 0 0 0],0
06aed81ba.jpg,1,[0 0 1 0],2
06b49e34f.jpg,1,[0 0 1 0],2
06d0fbb0c.jpg,1,[0 0 1 0],2
06e55cb16.jpg,1,[0 0 1 0],2
06e6e7a8c.jpg,1,[0 0 0 1],3
06e7b157a.jpg,1,[0 0 1 0],2
0728b2ac9.jpg,1,[1 0 0 0],0
073d8f414.jpg,0,[0 0 0 0],0
07732248e.jpg,1,[0 0 1 1],2
0794e9e24.jpg,0,[0 0 0 0],0
07a238cf0.jpg,0,[0 0 0 0],0
07ac7620c.jpg,1,[1 0 0 0],0
07b627cb9.jpg,1,[0 0 1 0],2
07c3d6d77.jpg,1,[0 1 0 0],1
07e6bbef3.jpg,0,[0 0 0 0],0
080906d34.jpg,0,[0 0 0 0],0
0824aaa5d.jpg,0,[0 0 0 0],0
0842fa725.jpg,1,[0 1 0 0],1
0849ea9f1.jpg,1,[0 0 1 0],2
08605c0eb.jpg,1,[0 0 1 0],2
08852b69d.jpg,1,[0 0 1 0],2
0888e6a84.jpg,1,[0 0 1 1],2
088a6bb94.jpg,1,[0 0 1 0],2
08a8ed239.jpg,1,[1 0 0 0],0
08e3aadde.jpg,1,[0 0 1 0],2
091d21109.jpg,1,[0 0 1 0],2
0920a07c6.jpg,0,[0 0 0 0],0
092145f0c.jpg,1,[0 0 1 0],2
0929b3d8f.jpg,1,[0 0 1 0],2
092c1f666.jpg,0,[0 0 0 0],0
09478d706.jpg,0,[0 0 0 0],0
094b155b4.jpg,0,[0 0 0 0],0
095c72506.jpg,0,[0 0 0 0],0
096701230.jpg,0,[0 0 0 0],0
096e9d26a.jpg,0,[0 0 0 0],0
0973e56f0.jpg,0,[0 0 0 0],0
0986996f0.jpg,1,[0 0 1 0],2
0988e13e7.jpg,1,[0 0 1 0],2
099465815.jpg,0,[0 0 0 0],0
09e15218c.jpg,1,[0 0 1 0],2
09e4f864e.jpg,0,[0 0 0 0],0
09e9c96fd.jpg,1,[0 0 1 0],2
09ef816bf.jpg,0,[0 0 0 0],0
09f598cb6.jpg,0,[0 0 0 0],0
09fa983ff.jpg,0,[0 0 0 0],0
0a21ce787.jpg,1,[0 0 1 0],2
0a433cb96.jpg,0,[0 0 0 0],0
0a46cc4bf.jpg,0,[0 0 0 0],0
0a8cb8ddf.jpg,1,[1 0 0 0],0
0ae4f8a60.jpg,1,[0 0 1 0],2
0b0f32a34.jpg,0,[0 0 0 0],0
0b2edb671.jpg,0,[0 0 0 0],0
0b4a68676.jpg,1,[0 0 1 0],2
0b5c97e4c.jpg,1,[0 0 1 0],2
0ba2d403f.jpg,0,[0 0 0 0],0
0bac0ef65.jpg,0,[0 0 0 0],0
0bc373e44.jpg,1,[1 0 1 0],0
0c59df320.jpg,1,[1 0 0 0],0
0c6b1cfeb.jpg,0,[0 0 0 0],0
0c7930c2d.jpg,0,[0 0 0 0],0
0c9ae816d.jpg,1,[0 0 1 0],2
0cb3064bd.jpg,1,[0 0 1 0],2
0d224e852.jpg,1,[0 0 1 0],2
0d32ad533.jpg,0,[0 0 0 0],0
0d4eae8de.jpg,1,[0 0 0 1],3
0d4ebbafc.jpg,0,[0 0 0 0],0
0d61cb826.jpg,0,[0 0 0 0],0
0da296499.jpg,0,[0 0 0 0],0
0dd8c9f61.jpg,1,[0 0 1 0],2
0e01b820c.jpg,1,[0 0 0 1],3
0e0377ffa.jpg,1,[0 0 1 0],2
0e7a45695.jpg,1,[1 0 0 0],0
0ea00bf92.jpg,1,[0 1 0 0],1
0eb39d43f.jpg,0,[0 0 0 0],0
0ed2b54f1.jpg,0,[0 0 0 0],0
0f2f4c90e.jpg,1,[0 0 1 0],2
0f61cbd36.jpg,0,[0 0 0 0],0
0f9a12222.jpg,1,[1 0 0 0],0
0fab4b372.jpg,0,[0 0 0 0],0
0fc62814e.jpg,0,[0 0 0 0],0
0fd87a6a9.jpg,0,[0 0 0 0],0
0fe52ac1e.jpg,0,[0 0 0 0],0
0ff13bf69.jpg,1,[0 0 1 0],2
0ff2850a2.jpg,1,[0 0 1 0],2
1013a0b6e.jpg,1,[0 0 1 0],2
101648543.jpg,1,[0 1 1 0],1
101cb7171.jpg,0,[0 0 0 0],0
104e612c2.jpg,1,[0 0 1 0],2
1058879b4.jpg,0,[0 0 0 0],0
1065b4d64.jpg,0,[0 0 0 0],0
108502c97.jpg,0,[0 0 0 0],0
1086196e1.jpg,1,[0 0 1 0],2
10972add9.jpg,1,[0 0 1 0],2
10a3cfbce.jpg,1,[0 0 1 0],2
10b23eabe.jpg,1,[0 0 1 0],2
10caa6470.jpg,0,[0 0 0 0],0
10ff9730b.jpg,0,[0 0 0 0],0
112942aed.jpg,1,[1 1 0 0],0
112d183e5.jpg,1,[0 0 1 0],2
1165781f0.jpg,1,[0 0 1 0],2
116d673e3.jpg,1,[0 0 1 0],2
117ddaa9f.jpg,1,[0 0 1 0],2
118b71091.jpg,1,[0 0 1 0],2
11bf761dc.jpg,1,[0 0 1 0],2
11f34f40d.jpg,1,[0 0 1 0],2
121d3818a.jpg,1,[0 0 1 0],2
12234aab8.jpg,1,[0 0 1 0],2
122e21783.jpg,0,[0 0 0 0],0
1279bdb2d.jpg,0,[0 0 0 0],0
1298b6dbb.jpg,1,[0 0 1 0],2
12ca2b04b.jpg,1,[0 0 1 0],2
12e0fb251.jpg,0,[0 0 0 0],0
1308a608d.jpg,1,[1 0 0 0],0
131196b13.jpg,0,[0 0 0 0],0
1339dae37.jpg,0,[0 0 0 0],0
135fe211d.jpg,1,[0 0 1 0],2
137b5546d.jpg,1,[0 0 1 0],2
137bea7ce.jpg,0,[0 0 0 0],0
1396b6e88.jpg,1,[0 0 1 0],2
139b7e692.jpg,1,[0 0 1 1],2
13c9921d2.jpg,1,[0 0 1 0],2
13e1de19b.jpg,0,[0 0 0 0],0
13f563a54.jpg,0,[0 0 0 0],0
13fa1d70d.jpg,1,[0 0 1 1],2
141b21ab9.jpg,0,[0 0 0 0],0
1422b7da0.jpg,1,[0 0 0 1],3
1422f2b27.jpg,1,[0 0 1 0],2
14457e888.jpg,1,[1 0 0 0],0
1483bc52d.jpg,1,[0 0 1 0],2
14c0ae34c.jpg,0,[0 0 0 0],0
14e4da366.jpg,1,[0 0 1 0],2
1511d97da.jpg,1,[0 0 1 0],2
1513b40a0.jpg,1,[0 0 1 0],2
15334d9b3.jpg,0,[0 0 0 0],0
154e7e802.jpg,1,[1 0 0 0],0
155d2590e.jpg,0,[0 0 0 0],0
156a74a49.jpg,1,[0 1 0 0],1
15796b4d5.jpg,1,[0 0 1 0],2
15aeb5d52.jpg,1,[0 0 1 0],2
160337c37.jpg,0,[0 0 0 0],0
160391fb1.jpg,0,[0 0 0 0],0
1607a314f.jpg,0,[0 0 0 0],0
161ab51b4.jpg,0,[0 0 0 0],0
161ca82bf.jpg,1,[0 0 1 0],2
162f17999.jpg,1,[0 0 1 0],2
163cc2750.jpg,1,[0 0 0 1],3
16498a156.jpg,1,[0 0 1 0],2
16585993c.jpg,0,[0 0 0 0],0
165908e42.jpg,0,[0 0 0 0],0
1689be8c8.jpg,0,[0 0 0 0],0
169bb9923.jpg,1,[0 0 1 0],2
16aabaf79.jpg,1,[1 0 0 0],0
16c2faaef.jpg,0,[0 0 0 0],0
16fe1ce09.jpg,0,[0 0 0 0],0
1717ef156.jpg,1,[0 0 1 0],2
171c64a72.jpg,1,[0 0 1 0],2
17260504d.jpg,0,[0 0 0 0],0
174af9fd6.jpg,1,[0 0 1 0],2
1795867f2.jpg,1,[0 0 0 1],3
179b27647.jpg,1,[0 0 1 0],2
17b384c3e.jpg,1,[0 0 1 0],2
17d084dae.jpg,0,[0 0 0 0],0
17de32215.jpg,0,[0 0 0 0],0
17e6602c2.jpg,0,[0 0 0 0],0
180478e66.jpg,1,[0 0 1 0],2
18076ccc9.jpg,0,[0 0 0 0],0
1821dcbf1.jpg,1,[0 0 0 1],3
18262cbbb.jpg,0,[0 0 0 0],0
1844b698a.jpg,0,[0 0 0 0],0
1875c660c.jpg,0,[0 0 0 0],0
18db4975b.jpg,0,[0 0 0 0],0
18ef5e6f6.jpg,0,[0 0 0 0],0
18fc395b4.jpg,1,[1 0 0 0],0
192531334.jpg,1,[0 0 0 1],3
192a90dcc.jpg,0,[0 0 0 0],0
192e256ba.jpg,1,[0 0 1 0],2
19402ed6b.jpg,0,[0 0 0 0],0
195e36565.jpg,1,[1 0 0 0],0
1966c0598.jpg,0,[0 0 0 0],0
196d65e42.jpg,1,[0 0 1 0],2
196e624f5.jpg,1,[0 0 1 0],2
19a0b8362.jpg,0,[0 0 0 0],0
19a352c2f.jpg,1,[0 0 1 0],2
19a3acdeb.jpg,1,[0 0 1 0],2
19b8972c7.jpg,1,[0 0 1 0],2
19f3fd5f9.jpg,0,[0 0 0 0],0
1a0fbd2f0.jpg,0,[0 0 0 0],0
1a20228f6.jpg,0,[0 0 0 0],0
1a382baf6.jpg,1,[0 0 0 1],3
1a5947eb5.jpg,0,[0 0 0 0],0
1a5f1097f.jpg,0,[0 0 0 0],0
1a759ef19.jpg,0,[0 0 0 0],0
1ab07605b.jpg,1,[0 0 1 0],2
1ad5eabbc.jpg,0,[0 0 0 0],0
1ad82d66a.jpg,1,[0 0 1 0],2
1ae581a9b.jpg,1,[0 0 1 0],2
1aedfd7ab.jpg,1,[0 0 1 0],2
1b04341a6.jpg,0,[0 0 0 0],0
1b1fd7bb3.jpg,0,[0 0 0 0],0
1b2d85fa8.jpg,0,[0 0 0 0],0
1b2dcaa3d.jpg,0,[0 0 0 0],0
1b52ec552.jpg,1,[0 0 1 0],2
1b58aab8e.jpg,0,[0 0 0 0],0
1b7669eb4.jpg,1,[0 0 1 0],2
1b7bec2ba.jpg,1,[1 0 0 0],0
1b8ef5392.jpg,1,[0 0 1 0],2
1b9fb7411.jpg,1,[0 0 1 1],2
1bdf9a8c6.jpg,0,[0 0 0 0],0
1be022616.jpg,0,[0 0 0 0],0
1be0f63b4.jpg,0,[0 0 0 0],0
1be849dd0.jpg,1,[0 0 1 0],2
1bed9264f.jpg,1,[0 1 0 0],1
1c2a39896.jpg,0,[0 0 0 0],0
1c3a58b06.jpg,1,[0 0 1 0],2
1c9ac6c1d.jpg,0,[0 0 0 0],0
1caea18fc.jpg,1,[0 0 1 0],2
1cb27ff90.jpg,1,[0 0 1 0],2
1ce62dfc0.jpg,0,[0 0 0 0],0
1cf5ea893.jpg,0,[0 0 0 0],0
1d00226a0.jpg,1,[1 0 0 0],0
1d0521214.jpg,1,[0 0 1 0],2
1d32009ed.jpg,1,[0 0 1 0],2
1d7f89efa.jpg,1,[0 0 1 1],2
1dafc568c.jpg,0,[0 0 0 0],0
1def10240.jpg,1,[0 0 1 0],2
1df34bed6.jpg,1,[0 0 1 0],2
1e01ad32d.jpg,1,[0 0 0 1],3
1e28fa5c3.jpg,0,[0 0 0 0],0
1e2c34785.jpg,0,[0 0 0 0],0
1e2ec4b36.jpg,0,[0 0 0 0],0
1e4530fc7.jpg,0,[0 0 0 0],0
1e4aaae3e.jpg,1,[0 0 1 0],2
1e4cf3b70.jpg,1,[0 0 1 0],2
1e896dda7.jpg,0,[0 0 0 0],0
1e963d7f6.jpg,1,[0 0 1 0],2
1e979fb66.jpg,1,[0 0 1 0],2
1ebf26c1d.jpg,0,[0 0 0 0],0
1ec0bfd19.jpg,0,[0 0 0 0],0
1ecae540a.jpg,0,[0 0 0 0],0
1ef276277.jpg,1,[0 0 1 0],2
1ef27af60.jpg,1,[0 0 0 1],3
1f3092136.jpg,0,[0 0 0 0],0
1f3e0b337.jpg,1,[0 0 1 0],2
1f4161475.jpg,1,[1 0 0 0],0
1f4f2cbae.jpg,0,[0 0 0 0],0
1f6915575.jpg,1,[0 0 1 0],2
1f6a00569.jpg,0,[0 0 0 0],0
1f86fdb5b.jpg,0,[0 0 0 0],0
1f93c38d7.jpg,0,[0 0 0 0],0
1fa0c8951.jpg,1,[0 0 1 0],2
1fccd2eed.jpg,0,[0 0 0 0],0
1fcecb643.jpg,1,[0 0 1 0],2
1fd098a38.jpg,1,[1 0 0 0],0
1fdd142e9.jpg,0,[0 0 0 0],0
1feaa8b3f.jpg,1,[0 0 1 0],2
20064e3ab.jpg,0,[0 0 0 0],0
20134e94c.jpg,0,[0 0 0 0],0
202c60d61.jpg,0,[0 0 0 0],0
205685883.jpg,1,[1 1 0 0],0
2059da9eb.jpg,0,[0 0 0 0],0
206bb4788.jpg,0,[0 0 0 0],0
20964a4f0.jpg,1,[0 0 1 1],2
20a0d5ea9.jpg,0,[0 0 0 0],0
20cddf709.jpg,0,[0 0 0 0],0
20de0d323.jpg,0,[0 0 0 0],0
20ed61e3a.jpg,1,[0 0 1 0],2
2117f8b3c.jpg,0,[0 0 0 0],0
217ec0ebe.jpg,0,[0 0 0 0],0
218ef654a.jpg,0,[0 0 0 0],0
21927b07e.jpg,0,[0 0 0 0],0
21a5d2ddb.jpg,1,[0 0 0 1],3
21ef20784.jpg,1,[1 0 0 0],0
2232e0c11.jpg,1,[0 0 1 0],2
22458f946.jpg,1,[1 0 0 0],0
225ea601b.jpg,0,[0 0 0 0],0
228ce0e24.jpg,0,[0 0 0 0],0
22bd428e0.jpg,1,[0 0 1 0],2
22fb4b286.jpg,1,[0 0 1 0],2
23115ad3a.jpg,1,[0 0 0 1],3
232256b21.jpg,1,[1 0 0 0],0
23299a0bd.jpg,0,[0 0 0 0],0
2338ed2ae.jpg,0,[0 0 0 0],0
2395db536.jpg,1,[0 0 1 0],2
24098fc10.jpg,0,[0 0 0 0],0
2433ff110.jpg,0,[0 0 0 0],0
248585a26.jpg,1,[0 0 1 1],2
249b7d301.jpg,0,[0 0 0 0],0
24d46a3f8.jpg,1,[0 0 1 0],2
24debd5d7.jpg,1,[0 0 1 0],2
24e249331.jpg,1,[0 0 1 0],2
24f4f7819.jpg,0,[0 0 0 0],0
250107a1b.jpg,1,[0 0 1 0],2
251ed373d.jpg,1,[0 0 1 0],2
25515c2f6.jpg,1,[0 0 1 0],2
2560e7b91.jpg,1,[0 0 0 1],3
259fcd803.jpg,0,[0 0 0 0],0
25b57b528.jpg,1,[0 0 1 0],2
25c0df351.jpg,1,[0 0 1 0],2
260ee2f59.jpg,1,[0 0 1 0],2
26272c2a7.jpg,1,[0 0 0 1],3
262db4b7e.jpg,1,[1 0 0 0],0
268446e17.jpg,1,[0 1 0 0],1
26b980260.jpg,1,[0 0 1 0],2
26c4b5697.jpg,0,[0 0 0 0],0
26f6f4c72.jpg,1,[0 0 1 0],2
271f3eb1f.jpg,0,[0 0 0 0],0
2744b6b26.jpg,1,[0 0 1 0],2
2745ecf6b.jpg,1,[0 0 1 0],2
2776642e1.jpg,1,[0 0 1 0],2
277b133dc.jpg,1,[0 0 1 0],2
27c8a46af.jpg,0,[0 0 0 0],0
27ca5333a.jpg,0,[0 0 0 0],0
27f44281b.jpg,1,[1 0 1 0],0
27faa1de7.jpg,1,[0 0 1 0],2
284f0aee6.jpg,1,[0 0 1 0],2
2858af68b.jpg,0,[0 0 0 0],0
286d2eb1c.jpg,1,[0 0 1 0],2
288314368.jpg,0,[0 0 0 0],0
288af8e54.jpg,0,[0 0 0 0],0
28a3f7928.jpg,1,[0 1 0 0],1
28b85d2d2.jpg,0,[0 0 0 0],0
28d08d220.jpg,0,[0 0 0 0],0
28edbd61f.jpg,1,[0 0 1 0],2
2912e9e24.jpg,1,[0 0 1 0],2
2915687ca.jpg,0,[0 0 0 0],0
2929284cc.jpg,1,[0 0 1 0],2
2932c0dd3.jpg,1,[0 0 1 0],2
29334d3ea.jpg,0,[0 0 0 0],0
2963d24c4.jpg,0,[0 0 0 0],0
297f50d2d.jpg,0,[0 0 0 0],0
2994546cf.jpg,1,[0 0 1 0],2
2995f68a3.jpg,0,[0 0 0 0],0
299a15c20.jpg,1,[0 0 1 1],2
299d06031.jpg,1,[0 0 1 0],2
29ae2bdc9.jpg,1,[0 0 0 1],3
29d83d9ce.jpg,1,[0 0 1 0],2
29da75230.jpg,1,[0 0 1 0],2
29f50b1fd.jpg,1,[1 0 0 0],0
2a8096ad1.jpg,0,[0 0 0 0],0
2ab6eed56.jpg,0,[0 0 0 0],0
2b09e0923.jpg,0,[0 0 0 0],0
2b4888475.jpg,0,[0 0 0 0],0
2b53843e0.jpg,1,[0 0 1 0],2
2b7156859.jpg,0,[0 0 0 0],0
2c14af3b2.jpg,0,[0 0 0 0],0
2c24736d5.jpg,1,[0 0 1 0],2
2c2fa2f81.jpg,0,[0 0 0 0],0
2c77b3fe1.jpg,0,[0 0 0 0],0
2c8a82986.jpg,0,[0 0 0 0],0
2cca3ddab.jpg,1,[0 0 1 0],2
2ce026ee0.jpg,1,[0 0 1 0],2
2cf6be112.jpg,0,[0 0 0 0],0
2cf9289c4.jpg,0,[0 0 0 0],0
2d1658337.jpg,1,[0 0 1 0],2
2d26b9dda.jpg,1,[1 0 0 0],0
2d26bebd3.jpg,0,[0 0 0 0],0
2d332f374.jpg,0,[0 0 0 0],0
2d3c47b87.jpg,0,[0 0 0 0],0
2d778a4c9.jpg,0,[0 0 0 0],0
2d8146e53.jpg,1,[1 0 0 0],0
2d94df675.jpg,1,[0 0 1 0],2
2dc31340a.jpg,1,[0 0 1 0],2
2de22f59f.jpg,1,[1 0 0 0],0
2ded1960e.jpg,1,[0 0 1 0],2
2dfedfe3c.jpg,0,[0 0 0 0],0
2e224953f.jpg,0,[0 0 0 0],0
2e29001f1.jpg,1,[1 0 1 0],0
2e3b90bc4.jpg,0,[0 0 0 0],0
2e5dab72b.jpg,1,[0 0 1 0],2
2e734ff06.jpg,1,[0 0 1 0],2
2e8489244.jpg,1,[0 0 1 0],2
2e8734c46.jpg,1,[0 0 0 1],3
2eb20e316.jpg,0,[0 0 0 0],0
2eb80839e.jpg,0,[0 0 0 0],0
2ec116cea.jpg,1,[0 0 1 0],2
2eea8fb3c.jpg,0,[0 0 0 0],0
2eeed5102.jpg,1,[1 0 0 0],0
2f03dc294.jpg,0,[0 0 0 0],0
2f2afbcc4.jpg,0,[0 0 0 0],0
2f62ab26c.jpg,0,[0 0 0 0],0
2f67f4bdf.jpg,0,[0 0 0 0],0
2f6fd7d87.jpg,1,[0 0 1 0],2
2fe09e89a.jpg,1,[0 0 1 0],2
2fe9f78c9.jpg,1,[0 0 1 0],2
2fff134c7.jpg,1,[0 0 1 0],2
3012f44e9.jpg,1,[0 0 1 0],2
30171214c.jpg,1,[0 0 1 0],2
303f25bee.jpg,1,[0 0 0 1],3
304c70aa5.jpg,0,[0 0 0 0],0
306b1dbc1.jpg,1,[0 0 1 0],2
30799f11c.jpg,1,[0 0 1 0],2
308803b04.jpg,0,[0 0 0 0],0
308f2e562.jpg,1,[0 0 0 1],3
30aad5362.jpg,0,[0 0 0 0],0
30b516c73.jpg,0,[0 0 0 0],0
30bb7b7a3.jpg,1,[0 0 1 0],2
30c2d753f.jpg,1,[0 0 1 0],2
30c3aa027.jpg,0,[0 0 0 0],0
30c6257c6.jpg,0,[0 0 0 0],0
30fc6e17e.jpg,0,[0 0 0 0],0
3116edfe6.jpg,1,[0 0 1 0],2
311a05f93.jpg,0,[0 0 0 0],0
3151a23ab.jpg,0,[0 0 0 0],0
3155bc129.jpg,1,[0 0 1 0],2
315767421.jpg,0,[0 0 0 0],0
31d4bf60d.jpg,0,[0 0 0 0],0
31dee4189.jpg,1,[0 0 1 0],2
31eda6a87.jpg,1,[0 0 1 0],2
31ef144f8.jpg,0,[0 0 0 0],0
3208877a7.jpg,0,[0 0 0 0],0
3294c9bd1.jpg,1,[1 0 1 0],0
32b45e155.jpg,0,[0 0 0 0],0
32dca5f32.jpg,1,[0 0 1 0],2
32efbaf94.jpg,1,[0 0 1 0],2
33226811d.jpg,1,[0 0 1 0],2
3325e2266.jpg,1,[1 0 0 0],0
3329a8a7a.jpg,0,[0 0 0 0],0
33368929c.jpg,1,[0 1 0 0],1
333f7b0e6.jpg,0,[0 0 0 0],0
3377332c0.jpg,1,[0 0 1 0],2
33cba45f1.jpg,0,[0 0 0 0],0
33e7b3469.jpg,0,[0 0 0 0],0
33efa5aa8.jpg,0,[0 0 0 0],0
33f34b728.jpg,1,[0 0 1 0],2
3421407d5.jpg,0,[0 0 0 0],0
3463eedaf.jpg,1,[0 0 1 0],2
348a12ffb.jpg,0,[0 0 0 0],0
348bfe68e.jpg,0,[0 0 0 0],0
349baa83f.jpg,1,[0 0 1 0],2
34e1e9516.jpg,0,[0 0 0 0],0
34fb31821.jpg,0,[0 0 0 0],0
3505dd9f3.jpg,1,[0 0 1 0],2
352063998.jpg,1,[1 0 0 0],0
3520eaa6d.jpg,1,[0 0 1 0],2
35619a8ec.jpg,0,[0 0 0 0],0
356a85fab.jpg,0,[0 0 0 0],0
3571dc5a5.jpg,0,[0 0 0 0],0
35737870a.jpg,0,[0 0 0 0],0
3574a9211.jpg,0,[0 0 0 0],0
357dee65a.jpg,1,[0 0 1 0],2
3598309b5.jpg,1,[0 0 1 0],2
35a9b77c6.jpg,1,[0 0 0 1],3
35d245aa8.jpg,0,[0 0 0 0],0
361f8df46.jpg,0,[0 0 0 0],0
362a1ae14.jpg,0,[0 0 0 0],0
362b4c3d0.jpg,1,[0 0 1 0],2
